         2908455 function calls (2866976 primitive calls) in 5.104 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        3    0.000    0.000    0.000    0.000 constructor.py:237(construct_yaml_int)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        3    0.000    0.000    0.000    0.000 compiler.py:226(inner)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
       27    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        7    0.000    0.000    0.000    0.000 argparse.py:929(__init__)
        8    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       44    0.000    0.000    0.000    0.000 typing.py:479(__repr__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1297(_recalculate)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001AFEBC5A0C0}
       94    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        3    0.000    0.000    0.000    0.000 compiler.py:82(_make_unop)
        6    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       18    0.000    0.000    0.000    0.000 events.py:65(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:943(_get_mixins_)
        1    0.000    0.000    0.000    0.000 <template>:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1378(_fixupParents)
        1    0.000    0.000    0.000    0.000 loaders.py:591(ModuleLoader)
       32    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
       67    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        7    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       15    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1568(<genexpr>)
       42    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       19    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        6    0.000    0.000    0.000    0.000 scanner.py:706(check_block_entry)
        4    0.000    0.000    0.000    0.000 __init__.py:1646(addHandler)
       88    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       15    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
       21    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       20    0.000    0.000    0.000    0.000 scanner.py:312(remove_possible_simple_key)
       21    0.000    0.000    0.000    0.000 resolver.py:91(descend_resolver)
       39    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
       26    0.000    0.000    0.000    0.000 lexer.py:146(<lambda>)
       18    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
       20    0.000    0.000    0.000    0.000 argparse.py:1399(_registry_get)
        6    0.000    0.000    0.000    0.000 typing.py:1676(<genexpr>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        8    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        1    0.000    0.000    0.000    0.000 idtracking.py:291(visit_For)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
       13    0.000    0.000    0.000    0.000 scanner.py:38(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       13    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 tempfile.py:682(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 lexer.py:213(compile_rules)
       25    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
       16    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       34    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        3    0.000    0.000    0.000    0.000 argparse.py:1603(_get_handler)
       67    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 enum.py:1008(_find_new_)
        1    0.000    0.000    0.000    0.000 scanner.py:371(fetch_stream_end)
        1    0.000    0.000    0.000    0.000 utils.py:428(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        2    0.000    0.000    0.000    0.000 idtracking.py:112(declare_parameter)
       10    0.000    0.000    0.000    0.000 argparse.py:844(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1154(_SubParsersAction)
       13    0.000    0.000    0.000    0.000 scanner.py:349(add_indent)
      117    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        9    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        4    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
       37    0.000    0.000    0.000    0.000 enum.py:1257(value)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 datetime.py:1280(IsoCalendarDate)
       39    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 nodes.py:1151(Scope)
        2    0.000    0.000    0.000    0.000 argparse.py:987(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1109(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        1    0.000    0.000    0.000    0.000 idtracking.py:232(FrameSymbolVisitor)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        4    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        7    0.000    0.000    0.000    0.000 scanner.py:721(check_value)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        8    0.000    0.000    0.000    0.000 lexer.py:294(<genexpr>)
        1    0.000    0.000    0.000    0.000 compiler.py:1365(_FinalizeInfo)
        1    0.000    0.000    0.000    0.000 bccache.py:46(Bucket)
        1    0.000    0.000    0.000    0.000 nodes.py:637(can_assign)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
       21    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
       47    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:369(StackSummary)
       18    0.000    0.000    0.000    0.000 constructor.py:117(construct_scalar)
        3    0.000    0.000    0.000    0.000 <frozen io>:61(__getattr__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
        1    0.000    0.000    0.000    0.000 tempfile.py:857(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 __init__.py:1308(__init__)
       13    0.000    0.000    0.000    0.000 utils.py:63(pass_environment)
        1    0.000    0.000    0.000    0.000 utils.py:519(__setitem__)
        1    0.000    0.000    0.000    0.000 argparse.py:2076(consume_positionals)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
       10    0.000    0.000    0.000    0.000 argparse.py:597(format)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        7    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 reader.py:138(check_printable)
       10    0.000    0.000    0.000    0.000 argparse.py:1612(_check_conflict)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2101(IPv6Interface)
        3    0.000    0.000    0.000    0.000 events.py:22(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(TemplateError)
        1    0.000    0.000    0.000    0.000 traceback.py:244(FrameSummary)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        3    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 utils.py:434(_postinit)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        2    0.000    0.000    0.000    0.000 enum.py:979(_find_data_type_)
        8    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 visitor.py:50(NodeTransformer)
        1    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        2    0.000    0.000    0.000    0.000 argparse.py:964(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 traceback.py:674(TracebackException)
        1    0.000    0.000    0.000    0.000 nodes.py:539(Name)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 constructor.py:180(flatten_mapping)
       11    0.000    0.000    0.000    0.000 utils.py:81(from_obj)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
       15    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        8    0.000    0.000    0.000    0.000 enum.py:747(__delattr__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        1    0.000    0.000    0.000    0.000 idtracking.py:174(RootVisitor)
       10    0.000    0.000    0.000    0.000 argparse.py:588(_metavar_formatter)
        3    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
        2    0.000    0.000    0.000    0.000 _parser.py:903(_parse_flags)
       11    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:936(setLevel)
        8    0.000    0.000    0.000    0.000 utils.py:46(pass_eval_context)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:98(__subclasshook__)
        4    0.000    0.000    0.000    0.000 enum.py:828(__setattr__)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1283(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 parser.py:81(__init__)
       32    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 environment.py:1520(TemplateModule)
        1    0.000    0.000    0.000    0.000 nodes.py:577(Const)
        2    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
       11    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        3    0.000    0.000    0.000    0.000 enum.py:933(_check_for_existing_members_)
        7    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 constructor.py:24(__init__)
        8    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Formatter)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 bccache.py:188(FileSystemBytecodeCache)
        2    0.000    0.000    0.000    0.000 enum.py:772(__getattr__)
        4    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        1    0.000    0.000    0.000    0.000 argparse.py:1340(_ActionsContainer)
       10    0.000    0.000    0.000    0.000 argparse.py:206(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:299(_MarkupEscapeHelper)
        1    0.000    0.000    0.000    0.000 argparse.py:1720(ArgumentParser)
        1    0.000    0.000    0.000    0.000 constructor.py:233(construct_yaml_bool)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 nodes.py:71(EvalContext)
        6    0.000    0.000    0.000    0.000 scanner.py:690(check_document_start)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
       10    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 lexer.py:143(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        3    0.000    0.000    0.000    0.000 enum.py:1154(_generate_next_value_)
        7    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 nodes.py:877(Slice)
       11    0.000    0.000    0.000    0.000 async_utils.py:12(async_variant)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        3    0.000    0.000    0.000    0.000 datetime.py:2313(_create)
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 compiler.py:271(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:895(_resolve_filename)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 datetime.py:1219(tzinfo)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 exceptions.py:88(TemplateSyntaxError)
        2    0.000    0.000    0.000    0.000 lexer.py:461(__new__)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        4    0.000    0.000    0.000    0.000 typing.py:2892(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:488(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
       23    0.000    0.000    0.000    0.000 typing.py:2287(cast)
        1    0.000    0.000    0.000    0.000 nodes.py:360(CallBlock)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 random.py:215(__init_subclass__)
        1    0.000    0.000    0.000    0.000 nodes.py:787(Filter)
        1    0.000    0.000    0.000    0.000 filters.py:1175(_GroupTuple)
        1    0.000    0.000    0.000    0.000 argparse.py:1865(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        4    0.000    0.000    0.000    0.000 enum.py:1453(<listcomp>)
        1    0.000    0.000    0.000    0.000 visitor.py:16(NodeVisitor)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 nodes.py:670(Pair)
        1    0.000    0.000    0.000    0.000 utils.py:720(Joiner)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
       10    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       32    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 datetime.py:545(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 nodes.py:684(Keyword)
        4    0.000    0.000    0.000    0.000 events.py:5(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:1190(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 utils.py:666(Cycler)
        6    0.000    0.000    0.000    0.000 utils.py:29(pass_context)
        1    0.000    0.000    0.000    0.000 lexer.py:269(Token)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 nodes.py:467(Expr)
        1    0.000    0.000    0.000    0.000 environment.py:1560(TemplateExpression)
        1    0.000    0.000    0.000    0.000 nodes.py:380(With)
        1    0.000    0.000    0.000    0.000 argparse.py:888(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:962(create_module)
        8    0.000    0.000    0.000    0.000 typing.py:2916(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 events.py:46(__init__)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 tempfile.py:133(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 nodes.py:898(Concat)
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        6    0.000    0.000    0.000    0.000 enum.py:444(<genexpr>)
        9    0.000    0.000    0.000    0.000 enum.py:1374(<lambda>)
        1    0.000    0.000    0.000    0.000 nodes.py:490(BinExpr)
        1    0.000    0.000    0.000    0.000 __init__.py:1237(_StderrHandler)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 parse.py:826(_Quoter)
        1    0.000    0.000    0.000    0.000 argparse.py:1107(_HelpAction)
        2    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 events.py:37(__init__)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        4    0.000    0.000    0.000    0.000 typing.py:2974(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 __init__.py:711(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(FileHandler)
        1    0.000    0.000    0.000    0.000 nodes.py:833(Getitem)
        2    0.000    0.000    0.000    0.000 nodes.py:552(can_assign)
        2    0.000    0.000    0.000    0.000 compiler.py:774(parameter_is_undeclared)
        1    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:351(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1844(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:790(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:2206(NullHandler)
        1    0.000    0.000    0.000    0.000 nodes.py:855(Getattr)
        1    0.000    0.000    0.000    0.000 nodes.py:608(TemplateData)
        1    0.000    0.000    0.000    0.000 runtime.py:1023(StrictUndefined)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:433(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 nodes.py:515(UnaryExpr)
        1    0.000    0.000    0.000    0.000 utils.py:734(Namespace)
        1    0.000    0.000    0.000    0.000 nodes.py:1083(MarkSafe)
        1    0.000    0.000    0.000    0.000 compiler.py:252(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 argparse.py:2227(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
       10    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 enum.py:360(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:817(__getattr__)
        1    0.000    0.000    0.000    0.000 environment.py:126(_environment_config_check)
        1    0.000    0.000    0.000    0.000 nodes.py:393(Block)
        1    0.000    0.000    0.000    0.000 nodes.py:1158(OverlayScope)
        4    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 random.py:787(SystemRandom)
        2    0.000    0.000    0.000    0.000 lexer.py:259(__init__)
        1    0.000    0.000    0.000    0.000 lexer.py:522(<listcomp>)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        4    0.000    0.000    0.000    0.000 __init__.py:983(setFormatter)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 nodes.py:372(FilterBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:991(And)
        1    0.000    0.000    0.000    0.000 nodes.py:1177(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 optimizer.py:27(Optimizer)
        1    0.000    0.000    0.000    0.000 runtime.py:122(TemplateReference)
        1    0.000    0.000    0.000    0.000 lexer.py:297(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 classes.py:16(board)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 nodes.py:1001(Or)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2176(IPv6Network)
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 classes.py:7(page)
        1    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 runtime.py:964(ChainableUndefined)
        3    0.000    0.000    0.000    0.000 argparse.py:626(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1866(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:2928(<listcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:248(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:280(LogRecord)
        2    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 lexer.py:251(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 constructor.py:713(UnsafeConstructor)
        5    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 nodes.py:556(NSRef)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 argparse.py:1650(_ArgumentGroup)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 nodes.py:1065(InternalName)
        1    0.000    0.000    0.000    0.000 lexer.py:452(OptionalLStrip)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 argparse.py:793(Action)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:1692(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 cyaml.py:16(CBaseLoader)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        3    0.000    0.000    0.000    0.000 enum.py:239(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:407(Include)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:730(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
        3    0.000    0.000    0.000    0.000 enum.py:178(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:651(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 nodes.py:416(Import)
        1    0.000    0.000    0.000    0.000 nodes.py:450(Assign)
        1    0.000    0.000    0.000    0.000 nodes.py:939(Operand)
        1    0.000    0.000    0.000    0.000 nodes.py:443(ExprStmt)
        1    0.000    0.000    0.000    0.000 nodes.py:312(Extends)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 argparse.py:1126(_VersionAction)
        3    0.000    0.000    0.000    0.000 csv.py:90(__iter__)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
